"gene_id"	"trans_id"	"omega_Fice"	"dN_Fice"	"dS_Fice"
"ENSFALG00000000605"	"ENSFALT00000000629"	1e-04	0	0.0976
"ENSFALG00000000606"	"ENSFALT00000000630"	0.0928	0.0112	0.1206
"ENSFALG00000000607"	"ENSFALT00000000633"	0.059	0.0031	0.0531
"ENSFALG00000000610"	"ENSFALT00000000634"	0.0332	0.002	0.0616
"ENSFALG00000000609"	"ENSFALT00000000635"	0.0524	0.0117	0.224
"ENSFALG00000000611"	"ENSFALT00000000636"	0.0043	0.0011	0.2635
"ENSFALG00000000612"	"ENSFALT00000000638"	0.0109	0.0055	0.5048
"ENSFALG00000000613"	"ENSFALT00000000640"	0.1357	0.0149	0.1096
"ENSFALG00000000616"	"ENSFALT00000000641"	0.0811	0.0043	0.0524
"ENSFALG00000000615"	"ENSFALT00000000642"	1e-04	0	0.0605
"ENSFALG00000000617"	"ENSFALT00000000643"	1.3919	0.0043	0.0031
"ENSFALG00000000618"	"ENSFALT00000000648"	0.1458	0.0281	0.1926
"ENSFALG00000000622"	"ENSFALT00000000649"	0.0878	0.0127	0.1444
"ENSFALG00000000626"	"ENSFALT00000000650"	0.0481	0.006	0.1251
"ENSFALG00000000628"	"ENSFALT00000000652"	0.0467	0.0072	0.1541
"ENSFALG00000000625"	"ENSFALT00000000653"	0.0061	0.0011	0.178
"ENSFALG00000000629"	"ENSFALT00000000654"	0.253	0.007	0.0277
"ENSFALG00000000630"	"ENSFALT00000000655"	0.028	0.0024	0.0862
"ENSFALG00000000631"	"ENSFALT00000000656"	0.0206	0.0017	0.0826
"ENSFALG00000000633"	"ENSFALT00000000657"	0.2462	0.0407	0.1654
"ENSFALG00000000635"	"ENSFALT00000000660"	0.0453	0.0049	0.1082
"ENSFALG00000000620"	"ENSFALT00000000661"	0.0193	0.0016	0.0818
"ENSFALG00000000636"	"ENSFALT00000000662"	0.0149	0.0019	0.1244
"ENSFALG00000000638"	"ENSFALT00000000664"	0.0133	0.0018	0.1315
"ENSFALG00000000643"	"ENSFALT00000000668"	0.6314	0.0413	0.0654
"ENSFALG00000000645"	"ENSFALT00000000671"	1e-04	0	0.066
"ENSFALG00000000647"	"ENSFALT00000000672"	0.0175	0.0021	0.1169
"ENSFALG00000000648"	"ENSFALT00000000673"	0.0428	0.0035	0.0828
"ENSFALG00000000642"	"ENSFALT00000000675"	0.318	0.0145	0.0455
"ENSFALG00000000646"	"ENSFALT00000000676"	0.1658	0.0132	0.0796
"ENSFALG00000000651"	"ENSFALT00000000678"	0.0565	0.011	0.1947
"ENSFALG00000000652"	"ENSFALT00000000679"	0.2926	0.0162	0.0555
"ENSFALG00000000653"	"ENSFALT00000000681"	0.2606	0.0342	0.1311
"ENSFALG00000000656"	"ENSFALT00000000683"	0.0198	0.0024	0.1232
"ENSFALG00000000658"	"ENSFALT00000000685"	0.0748	0.0022	0.029
"ENSFALG00000000659"	"ENSFALT00000000686"	0.04	0.0023	0.0583
"ENSFALG00000000661"	"ENSFALT00000000688"	0.1282	0.0188	0.1465
"ENSFALG00000000660"	"ENSFALT00000000689"	0.1347	0.0172	0.1274
"ENSFALG00000000663"	"ENSFALT00000000690"	0.0209	0.003	0.1427
"ENSFALG00000000664"	"ENSFALT00000000691"	0.0383	0.005	0.1314
"ENSFALG00000000665"	"ENSFALT00000000692"	0.3502	0.0677	0.1933
"ENSFALG00000000666"	"ENSFALT00000000693"	0.2576	0.0345	0.1338
"ENSFALG00000000668"	"ENSFALT00000000694"	0.019	0.006	0.3157
"ENSFALG00000000670"	"ENSFALT00000000695"	0.0148	0.0022	0.1517
"ENSFALG00000000667"	"ENSFALT00000000698"	0.014	0.0011	0.0767
"ENSFALG00000000673"	"ENSFALT00000000699"	1e-04	0	0.0751
"ENSFALG00000000674"	"ENSFALT00000000700"	0.0285	0.0022	0.0772
"ENSFALG00000000672"	"ENSFALT00000000701"	0.0116	0.0036	0.3078
"ENSFALG00000000676"	"ENSFALT00000000702"	999	0.0052	0
"ENSFALG00000000675"	"ENSFALT00000000703"	0.0279	0.0024	0.0862
"ENSFALG00000000677"	"ENSFALT00000000704"	0.0063	5e-04	0.0817
"ENSFALG00000000624"	"ENSFALT00000000705"	0.0266	0.0015	0.0565
"ENSFALG00000000681"	"ENSFALT00000000708"	0.1673	0.0085	0.0505
"ENSFALG00000000684"	"ENSFALT00000000709"	0.1213	0.0054	0.0444
"ENSFALG00000000685"	"ENSFALT00000000710"	0.1263	0.009	0.071
"ENSFALG00000000686"	"ENSFALT00000000713"	999	0.0231	0
"ENSFALG00000000679"	"ENSFALT00000000714"	0.0459	0.0343	0.7469
"ENSFALG00000000689"	"ENSFALT00000000715"	0.1975	0.0101	0.0511
"ENSFALG00000000683"	"ENSFALT00000000716"	0.0201	0.0022	0.1084
"ENSFALG00000000691"	"ENSFALT00000000717"	0.0141	0.0043	0.3056
"ENSFALG00000000682"	"ENSFALT00000000718"	0.0813	0.0107	0.1318
"ENSFALG00000000688"	"ENSFALT00000000719"	0.0665	0.0043	0.065
"ENSFALG00000000692"	"ENSFALT00000000720"	0.0876	0.0045	0.0516
"ENSFALG00000000693"	"ENSFALT00000000721"	0.0863	0.0088	0.1022
"ENSFALG00000000696"	"ENSFALT00000000722"	0.0124	4e-04	0.0348
"ENSFALG00000000700"	"ENSFALT00000000725"	0.473	0.0277	0.0587
"ENSFALG00000000695"	"ENSFALT00000000727"	0.0564	0.0097	0.1727
"ENSFALG00000000697"	"ENSFALT00000000728"	0.0734	0.0125	0.1708
"ENSFALG00000000704"	"ENSFALT00000000730"	0.3808	0.0201	0.0528
"ENSFALG00000000706"	"ENSFALT00000000731"	1e-04	0	0.0471
"ENSFALG00000000707"	"ENSFALT00000000733"	0.176	0.0055	0.0315
"ENSFALG00000000690"	"ENSFALT00000000736"	0.1138	0.0166	0.1457
"ENSFALG00000000709"	"ENSFALT00000000737"	0.1427	0.0106	0.0745
"ENSFALG00000000710"	"ENSFALT00000000738"	251.2417	0.0125	0
"ENSFALG00000000712"	"ENSFALT00000000739"	0.0688	0.0105	0.153
"ENSFALG00000000708"	"ENSFALT00000000741"	0.2523	0.0392	0.1555
"ENSFALG00000000711"	"ENSFALT00000000743"	0.1929	0.0308	0.1599
"ENSFALG00000000716"	"ENSFALT00000000745"	1e-04	0	0.0705
"ENSFALG00000000717"	"ENSFALT00000000746"	0.1431	0.0114	0.0793
"ENSFALG00000000718"	"ENSFALT00000000747"	0.0555	0.0047	0.0854
"ENSFALG00000000719"	"ENSFALT00000000748"	0.1019	0.0298	0.2926
"ENSFALG00000000720"	"ENSFALT00000000749"	1e-04	0	0.1041
"ENSFALG00000000721"	"ENSFALT00000000750"	0.4859	0.0205	0.0422
"ENSFALG00000000698"	"ENSFALT00000000751"	0.0592	0.0071	0.1204
"ENSFALG00000000725"	"ENSFALT00000000753"	0.076	0.0025	0.0334
"ENSFALG00000000726"	"ENSFALT00000000754"	0.008	5e-04	0.0597
"ENSFALG00000000724"	"ENSFALT00000000756"	0.0961	0.0079	0.0823
"ENSFALG00000000730"	"ENSFALT00000000757"	0.1375	0.0229	0.1664
"ENSFALG00000000731"	"ENSFALT00000000758"	1e-04	0	0.0371
"ENSFALG00000000722"	"ENSFALT00000000759"	0.1491	0.0346	0.2318
"ENSFALG00000000734"	"ENSFALT00000000760"	0.1726	0.0086	0.0495
"ENSFALG00000000729"	"ENSFALT00000000761"	0.0415	0.0026	0.062
"ENSFALG00000000732"	"ENSFALT00000000762"	0.0348	0.0059	0.1694
"ENSFALG00000000735"	"ENSFALT00000000764"	0.0977	0.0079	0.0813
"ENSFALG00000000736"	"ENSFALT00000000765"	0.0268	0.0101	0.3767
"ENSFALG00000000738"	"ENSFALT00000000767"	0.1374	0.0052	0.0377
"ENSFALG00000000740"	"ENSFALT00000000768"	0.2586	0.011	0.0425
"ENSFALG00000000742"	"ENSFALT00000000769"	0.3088	0.0209	0.0676
"ENSFALG00000000739"	"ENSFALT00000000770"	1e-04	0	0.0509
"ENSFALG00000000741"	"ENSFALT00000000772"	0.0457	0.0065	0.1419
"ENSFALG00000000746"	"ENSFALT00000000774"	0.1398	0.0491	0.3516
"ENSFALG00000000733"	"ENSFALT00000000775"	0.2072	0.0131	0.0634
"ENSFALG00000000727"	"ENSFALT00000000777"	0.0794	0.0051	0.0642
"ENSFALG00000000750"	"ENSFALT00000000779"	1e-04	0	0.0241
"ENSFALG00000000752"	"ENSFALT00000000780"	0.2069	0.0185	0.0893
"ENSFALG00000000753"	"ENSFALT00000000781"	0.1779	0.0087	0.0491
"ENSFALG00000000754"	"ENSFALT00000000783"	1e-04	0	0.0222
"ENSFALG00000000751"	"ENSFALT00000000784"	0.0825	0.0064	0.0781
"ENSFALG00000000758"	"ENSFALT00000000785"	0.0285	0.0033	0.1143
"ENSFALG00000000759"	"ENSFALT00000000786"	0.0929	0.005	0.0542
"ENSFALG00000000745"	"ENSFALT00000000787"	0.0689	0.0073	0.1065
"ENSFALG00000000764"	"ENSFALT00000000789"	1e-04	0	0.0498
"ENSFALG00000000761"	"ENSFALT00000000790"	0.211	0.0283	0.1342
"ENSFALG00000000762"	"ENSFALT00000000791"	0.1311	0.0085	0.0646
"ENSFALG00000000766"	"ENSFALT00000000793"	0.2555	0.0153	0.0599
"ENSFALG00000000760"	"ENSFALT00000000795"	0.2966	0.0043	0.0144
"ENSFALG00000000767"	"ENSFALT00000000796"	0.0902	0.0026	0.0283
"ENSFALG00000000765"	"ENSFALT00000000797"	0.1022	0.0135	0.1321
"ENSFALG00000000768"	"ENSFALT00000000798"	0.0232	9e-04	0.0402
"ENSFALG00000000769"	"ENSFALT00000000799"	0.0202	9e-04	0.0468
"ENSFALG00000000770"	"ENSFALT00000000800"	0.057	0.0036	0.064
"ENSFALG00000000775"	"ENSFALT00000000801"	0.0132	6e-04	0.0426
"ENSFALG00000000772"	"ENSFALT00000000802"	1e-04	0	0.0572
"ENSFALG00000000776"	"ENSFALT00000000805"	0.2038	0.01	0.0492
"ENSFALG00000000779"	"ENSFALT00000000807"	1e-04	0	0.0529
"ENSFALG00000000780"	"ENSFALT00000000808"	0.0803	0.0043	0.054
"ENSFALG00000000781"	"ENSFALT00000000809"	0.3756	0.0242	0.0644
"ENSFALG00000000774"	"ENSFALT00000000810"	0.0711	0.0042	0.0596
"ENSFALG00000000756"	"ENSFALT00000000811"	0.0196	0.0023	0.1185
"ENSFALG00000000785"	"ENSFALT00000000813"	1e-04	0	0.0816
"ENSFALG00000000783"	"ENSFALT00000000814"	1.4203	0.0452	0.0318
"ENSFALG00000000782"	"ENSFALT00000000816"	0.2229	0.0206	0.0923
"ENSFALG00000000784"	"ENSFALT00000000817"	0.2733	0.0308	0.1125
"ENSFALG00000000786"	"ENSFALT00000000821"	0.0187	0.0033	0.1778
"ENSFALG00000000791"	"ENSFALT00000000824"	0.1412	0.0076	0.0536
"ENSFALG00000000793"	"ENSFALT00000000826"	1e-04	0	0.0243
"ENSFALG00000000792"	"ENSFALT00000000827"	1e-04	0	0.0415
"ENSFALG00000000797"	"ENSFALT00000000829"	0.0225	8e-04	0.0351
"ENSFALG00000000801"	"ENSFALT00000000831"	1e-04	0	0.0569
"ENSFALG00000000796"	"ENSFALT00000000832"	0.5404	0.0203	0.0375
"ENSFALG00000000800"	"ENSFALT00000000835"	0.2045	0.0156	0.0763
"ENSFALG00000000804"	"ENSFALT00000000837"	0.4268	0.0207	0.0486
"ENSFALG00000000806"	"ENSFALT00000000838"	0.9983	0	0
"ENSFALG00000000809"	"ENSFALT00000000840"	0.065	0.0039	0.0599
"ENSFALG00000000810"	"ENSFALT00000000841"	0.0151	0.001	0.068
"ENSFALG00000000798"	"ENSFALT00000000842"	0.0183	0.0012	0.0656
"ENSFALG00000000814"	"ENSFALT00000000847"	0.1939	0.0115	0.0593
"ENSFALG00000000815"	"ENSFALT00000000848"	0.0119	0.0017	0.1431
"ENSFALG00000000802"	"ENSFALT00000000849"	0.0638	0.0151	0.2359
"ENSFALG00000000817"	"ENSFALT00000000850"	0.6186	0.0052	0.0085
"ENSFALG00000000813"	"ENSFALT00000000851"	0.1359	0.0156	0.1146
"ENSFALG00000000819"	"ENSFALT00000000852"	0.1329	0.0393	0.2956
"ENSFALG00000000824"	"ENSFALT00000000855"	0.6022	0.039	0.0647
"ENSFALG00000000825"	"ENSFALT00000000857"	0.1501	0.0205	0.1363
"ENSFALG00000000826"	"ENSFALT00000000858"	0.0529	0.0015	0.0291
"ENSFALG00000000829"	"ENSFALT00000000859"	1.4515	0.0194	0.0134
"ENSFALG00000000816"	"ENSFALT00000000861"	0.1613	0.0117	0.0724
"ENSFALG00000000832"	"ENSFALT00000000863"	1e-04	0	0.0704
"ENSFALG00000000833"	"ENSFALT00000000864"	0.4705	0.0275	0.0584
"ENSFALG00000000834"	"ENSFALT00000000865"	0.0627	0.0038	0.0612
"ENSFALG00000000835"	"ENSFALT00000000866"	0.1986	0.0132	0.0667
"ENSFALG00000000827"	"ENSFALT00000000867"	0.1551	0.0153	0.0989
"ENSFALG00000000837"	"ENSFALT00000000869"	1e-04	0	0.141
"ENSFALG00000000839"	"ENSFALT00000000872"	0.0142	0.0027	0.1922
"ENSFALG00000000840"	"ENSFALT00000000873"	0.0537	0.0047	0.0867
"ENSFALG00000000844"	"ENSFALT00000000874"	0.1358	0.0621	0.4572
"ENSFALG00000000843"	"ENSFALT00000000875"	0.0748	0.009	0.1198
"ENSFALG00000000822"	"ENSFALT00000000876"	0.0726	0.0149	0.2059
"ENSFALG00000000846"	"ENSFALT00000000877"	0.0233	0.001	0.0435
"ENSFALG00000000847"	"ENSFALT00000000878"	0.0324	0.0024	0.074
"ENSFALG00000000848"	"ENSFALT00000000880"	0.0684	0.0014	0.0203
"ENSFALG00000000841"	"ENSFALT00000000881"	1e-04	0	0.0344
"ENSFALG00000000845"	"ENSFALT00000000885"	0.253	0.0194	0.0768
"ENSFALG00000000852"	"ENSFALT00000000886"	0.1206	0.0196	0.1628
"ENSFALG00000000853"	"ENSFALT00000000887"	0.0873	0.0084	0.0962
"ENSFALG00000000856"	"ENSFALT00000000890"	0.0329	0.0019	0.0588
"ENSFALG00000000854"	"ENSFALT00000000891"	0.0598	0.004	0.0661
"ENSFALG00000000818"	"ENSFALT00000000892"	0.0102	6e-04	0.0548
"ENSFALG00000000858"	"ENSFALT00000000893"	0.0718	0.0114	0.1587
"ENSFALG00000000855"	"ENSFALT00000000895"	0.1919	0.01	0.052
"ENSFALG00000000807"	"ENSFALT00000000896"	0.0799	0.0044	0.0555
"ENSFALG00000000863"	"ENSFALT00000000897"	0.0883	0.0043	0.0491
"ENSFALG00000000862"	"ENSFALT00000000898"	0.2356	0.0188	0.0797
"ENSFALG00000000864"	"ENSFALT00000000899"	0.0385	0.0021	0.0548
"ENSFALG00000000861"	"ENSFALT00000000902"	0.0499	0.0048	0.0955
"ENSFALG00000000870"	"ENSFALT00000000903"	0.1035	0.0115	0.1106
"ENSFALG00000000872"	"ENSFALT00000000904"	0.0547	0.0038	0.0693
"ENSFALG00000000868"	"ENSFALT00000000905"	0.1403	0.0062	0.0439
"ENSFALG00000000869"	"ENSFALT00000000907"	0.2055	0.0341	0.1658
"ENSFALG00000000876"	"ENSFALT00000000910"	0.1278	0.0091	0.0709
"ENSFALG00000000878"	"ENSFALT00000000913"	1e-04	0	0.0425
"ENSFALG00000000875"	"ENSFALT00000000914"	0.1524	0.0297	0.1952
"ENSFALG00000000867"	"ENSFALT00000000915"	1e-04	0	0.0977
"ENSFALG00000000880"	"ENSFALT00000000922"	0.3991	0.0191	0.0478
"ENSFALG00000000871"	"ENSFALT00000000924"	1e-04	0	0.0074
"ENSFALG00000000889"	"ENSFALT00000000925"	0.2431	0.0133	0.0548
"ENSFALG00000000891"	"ENSFALT00000000927"	0.1193	0.0082	0.069
"ENSFALG00000000881"	"ENSFALT00000000928"	999	0.0074	0
"ENSFALG00000000895"	"ENSFALT00000000931"	0.165	0.0102	0.0619
"ENSFALG00000000896"	"ENSFALT00000000933"	0.0557	0.0031	0.0547
"ENSFALG00000000885"	"ENSFALT00000000935"	0.1613	0.0101	0.0628
"ENSFALG00000000898"	"ENSFALT00000000936"	0.4759	0.0267	0.0562
"ENSFALG00000000893"	"ENSFALT00000000939"	1e-04	0	0.0903
"ENSFALG00000000879"	"ENSFALT00000000940"	0.3691	0.0159	0.043
"ENSFALG00000000897"	"ENSFALT00000000942"	0.0564	0.0022	0.0385
"ENSFALG00000000900"	"ENSFALT00000000943"	0.0633	0.0105	0.1663
"ENSFALG00000000904"	"ENSFALT00000000944"	0.0997	0.0043	0.043
"ENSFALG00000000905"	"ENSFALT00000000945"	1e-04	0	0.107
"ENSFALG00000000903"	"ENSFALT00000000946"	0.0832	0.0071	0.0853
"ENSFALG00000000901"	"ENSFALT00000000947"	0.3563	0.024	0.0675
"ENSFALG00000000907"	"ENSFALT00000000948"	0.2176	0.0136	0.0624
"ENSFALG00000000908"	"ENSFALT00000000949"	1e-04	0	0.0211
"ENSFALG00000000909"	"ENSFALT00000000950"	0.1556	0.0113	0.0723
"ENSFALG00000000910"	"ENSFALT00000000951"	0.3585	0.0201	0.056
"ENSFALG00000000912"	"ENSFALT00000000953"	0.1092	0.0086	0.0791
"ENSFALG00000000914"	"ENSFALT00000000954"	0.1526	0.0057	0.0374
"ENSFALG00000000916"	"ENSFALT00000000955"	1.4935	0.0607	0.0406
"ENSFALG00000000915"	"ENSFALT00000000956"	0.438	0.0274	0.0626
"ENSFALG00000000913"	"ENSFALT00000000959"	0.0394	0.0033	0.0843
"ENSFALG00000000920"	"ENSFALT00000000962"	0.7473	0.0629	0.0842
"ENSFALG00000000923"	"ENSFALT00000000964"	0.4985	0.0083	0.0166
"ENSFALG00000000924"	"ENSFALT00000000966"	1e-04	0	0.175
"ENSFALG00000000922"	"ENSFALT00000000967"	0.1794	0.0297	0.1656
"ENSFALG00000000926"	"ENSFALT00000000968"	0.1307	0.0448	0.3427
"ENSFALG00000000927"	"ENSFALT00000000971"	0.1324	0.0102	0.0767
"ENSFALG00000000902"	"ENSFALT00000000974"	0.1909	0.0154	0.0805
"ENSFALG00000000933"	"ENSFALT00000000976"	0.7058	0.0356	0.0505
"ENSFALG00000000932"	"ENSFALT00000000977"	1e-04	0	0.1321
"ENSFALG00000000937"	"ENSFALT00000000979"	0.034	0.0049	0.1427
"ENSFALG00000000939"	"ENSFALT00000000982"	0.1015	0.0107	0.1051
"ENSFALG00000000941"	"ENSFALT00000000983"	0.5132	0.0603	0.1176
"ENSFALG00000000930"	"ENSFALT00000000984"	0.0776	0.0045	0.0575
"ENSFALG00000000942"	"ENSFALT00000000986"	0.1393	0.0063	0.0451
"ENSFALG00000000940"	"ENSFALT00000000989"	1e-04	0	0.0304
"ENSFALG00000000946"	"ENSFALT00000000990"	0.1411	0.0043	0.0303
"ENSFALG00000000948"	"ENSFALT00000000991"	0.5338	0.0215	0.0403
"ENSFALG00000000947"	"ENSFALT00000000992"	0.1463	0.0083	0.0565
"ENSFALG00000000945"	"ENSFALT00000000994"	0.1107	0.0139	0.1253
"ENSFALG00000000952"	"ENSFALT00000000995"	0.4616	0.0384	0.0831
"ENSFALG00000000951"	"ENSFALT00000000996"	1e-04	0	0.0513
"ENSFALG00000000953"	"ENSFALT00000000997"	0.0763	0.0424	0.5555
"ENSFALG00000000919"	"ENSFALT00000000999"	0.0473	0.0048	0.1015
"ENSFALG00000000938"	"ENSFALT00000001002"	0.0905	0.0134	0.1476
"ENSFALG00000000964"	"ENSFALT00000001004"	0.2663	0.0141	0.053
"ENSFALG00000000960"	"ENSFALT00000001006"	0.1222	0.0108	0.0884
"ENSFALG00000000950"	"ENSFALT00000001007"	0.0271	0.0016	0.0598
"ENSFALG00000000959"	"ENSFALT00000001009"	0.0344	0.0049	0.1423
"ENSFALG00000000972"	"ENSFALT00000001012"	0.0834	0.0075	0.09
"ENSFALG00000000970"	"ENSFALT00000001014"	0.1222	0.0048	0.0396
"ENSFALG00000000969"	"ENSFALT00000001015"	0.0725	0.0062	0.085
"ENSFALG00000000975"	"ENSFALT00000001017"	1e-04	0	0.0626
"ENSFALG00000000976"	"ENSFALT00000001018"	1e-04	0	0.0278
"ENSFALG00000000961"	"ENSFALT00000001019"	0.0303	0.0028	0.091
"ENSFALG00000000974"	"ENSFALT00000001020"	0.1639	0.0041	0.0252
"ENSFALG00000000962"	"ENSFALT00000001021"	0.0309	0.0361	1.1708
"ENSFALG00000000977"	"ENSFALT00000001022"	0.1547	0.0092	0.0594
"ENSFALG00000000978"	"ENSFALT00000001023"	0.0794	0.0019	0.0245
"ENSFALG00000000979"	"ENSFALT00000001024"	0.0156	6e-04	0.0407
"ENSFALG00000000982"	"ENSFALT00000001027"	1e-04	0	0.0308
"ENSFALG00000000985"	"ENSFALT00000001029"	1e-04	0	0.0701
"ENSFALG00000000973"	"ENSFALT00000001031"	0.2808	0.0144	0.0512
"ENSFALG00000000989"	"ENSFALT00000001032"	0.0141	0.0013	0.0918
"ENSFALG00000000987"	"ENSFALT00000001033"	0.1072	0.0078	0.073
"ENSFALG00000000986"	"ENSFALT00000001034"	0.2644	0.0277	0.1048
"ENSFALG00000000991"	"ENSFALT00000001036"	0.008	8e-04	0.0992
"ENSFALG00000000992"	"ENSFALT00000001038"	1e-04	0	0.042
"ENSFALG00000000994"	"ENSFALT00000001040"	0.0531	0.0039	0.073
"ENSFALG00000000995"	"ENSFALT00000001041"	0.3635	0.0444	0.1221
"ENSFALG00000000996"	"ENSFALT00000001042"	0.0985	0.0095	0.096
"ENSFALG00000000993"	"ENSFALT00000001043"	0.0416	0.0028	0.0676
"ENSFALG00000000998"	"ENSFALT00000001044"	0.044	0.0034	0.0762
"ENSFALG00000000999"	"ENSFALT00000001045"	1e-04	0	0.038
"ENSFALG00000001004"	"ENSFALT00000001046"	1e-04	0	0.0659
"ENSFALG00000001002"	"ENSFALT00000001048"	0.2515	0.0248	0.0984
"ENSFALG00000001007"	"ENSFALT00000001049"	0.0429	0.0082	0.1902
"ENSFALG00000001008"	"ENSFALT00000001050"	0.0159	0.0013	0.082
"ENSFALG00000001009"	"ENSFALT00000001051"	1e-04	0	0.0975
"ENSFALG00000001006"	"ENSFALT00000001052"	0.2226	0.004	0.0178
"ENSFALG00000001010"	"ENSFALT00000001053"	1e-04	0	0.0445
"ENSFALG00000001012"	"ENSFALT00000001055"	0.0381	0.0033	0.0869
"ENSFALG00000001014"	"ENSFALT00000001056"	0.1496	0.0062	0.0415
"ENSFALG00000001005"	"ENSFALT00000001057"	0.7809	0.038	0.0487
"ENSFALG00000001003"	"ENSFALT00000001059"	1e-04	0	0.0944
"ENSFALG00000001017"	"ENSFALT00000001061"	0.0356	0.0021	0.0597
"ENSFALG00000001019"	"ENSFALT00000001062"	1e-04	0	0.0895
"ENSFALG00000001020"	"ENSFALT00000001064"	0.0687	0.0144	0.2102
"ENSFALG00000001022"	"ENSFALT00000001066"	0.0315	5e-04	0.0164
"ENSFALG00000001024"	"ENSFALT00000001067"	0.667	0.0187	0.028
"ENSFALG00000001013"	"ENSFALT00000001068"	0.1178	0.0162	0.1379
"ENSFALG00000001027"	"ENSFALT00000001069"	0.1081	0.0157	0.145
"ENSFALG00000001031"	"ENSFALT00000001072"	0.4326	0.0194	0.0449
"ENSFALG00000001023"	"ENSFALT00000001073"	0.1891	0.026	0.1373
"ENSFALG00000001026"	"ENSFALT00000001074"	0.0647	0.0036	0.0556
"ENSFALG00000001030"	"ENSFALT00000001076"	999	0.0245	0
"ENSFALG00000001032"	"ENSFALT00000001077"	0.126	0.0255	0.2027
"ENSFALG00000001025"	"ENSFALT00000001079"	0.2075	0.0103	0.0498
"ENSFALG00000001029"	"ENSFALT00000001080"	0.0578	0.0032	0.0561
"ENSFALG00000001039"	"ENSFALT00000001081"	0.206	0.0104	0.0504
"ENSFALG00000001038"	"ENSFALT00000001082"	0.0517	0.0019	0.0372
"ENSFALG00000001041"	"ENSFALT00000001083"	0.5291	0.0983	0.1858
"ENSFALG00000001042"	"ENSFALT00000001084"	0.0154	0.001	0.068
"ENSFALG00000000997"	"ENSFALT00000001085"	0.1865	0.0131	0.0704
"ENSFALG00000001040"	"ENSFALT00000001086"	0.4475	0.0297	0.0663
"ENSFALG00000001037"	"ENSFALT00000001087"	0.1275	0.0025	0.0194
"ENSFALG00000001036"	"ENSFALT00000001088"	0.0256	0.0049	0.191
"ENSFALG00000001043"	"ENSFALT00000001089"	999	0.0455	0
"ENSFALG00000001045"	"ENSFALT00000001090"	0.1366	0.0019	0.0139
"ENSFALG00000001035"	"ENSFALT00000001093"	0.0631	0.0028	0.0445
"ENSFALG00000001049"	"ENSFALT00000001095"	0.0089	0.002	0.2265
"ENSFALG00000001050"	"ENSFALT00000001097"	0.0881	0.0157	0.1784
"ENSFALG00000001051"	"ENSFALT00000001098"	0.0351	0.0023	0.0646
"ENSFALG00000001053"	"ENSFALT00000001099"	0.077	0.0063	0.0815
"ENSFALG00000001055"	"ENSFALT00000001101"	0.0591	0.0113	0.1917
"ENSFALG00000001057"	"ENSFALT00000001102"	0.7046	0.0176	0.025
"ENSFALG00000001058"	"ENSFALT00000001103"	0.1331	0.0058	0.0435
"ENSFALG00000001054"	"ENSFALT00000001104"	0.1766	0.0134	0.076
"ENSFALG00000001060"	"ENSFALT00000001105"	0.2691	0.0153	0.0569
"ENSFALG00000001061"	"ENSFALT00000001106"	0.2033	0.0145	0.0713
"ENSFALG00000001063"	"ENSFALT00000001107"	0.5547	0.0298	0.0537
"ENSFALG00000001056"	"ENSFALT00000001108"	0.0484	0.0061	0.1258
"ENSFALG00000001064"	"ENSFALT00000001109"	0.1132	0.0161	0.1421
"ENSFALG00000001059"	"ENSFALT00000001110"	0.1791	0.019	0.106
"ENSFALG00000001067"	"ENSFALT00000001111"	0.2485	0.0168	0.0675
"ENSFALG00000001069"	"ENSFALT00000001114"	1e-04	0	0.1634
"ENSFALG00000001070"	"ENSFALT00000001115"	0.1634	0.017	0.1043
"ENSFALG00000001065"	"ENSFALT00000001117"	0.0965	0.0035	0.0363
"ENSFALG00000001076"	"ENSFALT00000001120"	0.9478	0.0882	0.093
"ENSFALG00000001078"	"ENSFALT00000001123"	0.2557	0.0327	0.128
"ENSFALG00000001079"	"ENSFALT00000001124"	1e-04	1e-04	0.6595
"ENSFALG00000001066"	"ENSFALT00000001126"	0.1527	0.0412	0.2699
"ENSFALG00000001084"	"ENSFALT00000001129"	0.0315	0.0045	0.1431
"ENSFALG00000001080"	"ENSFALT00000001130"	0.33	0.0189	0.0574
"ENSFALG00000001086"	"ENSFALT00000001132"	0.5604	0.0687	0.1225
"ENSFALG00000001089"	"ENSFALT00000001133"	0.1953	0.0123	0.063
"ENSFALG00000001088"	"ENSFALT00000001134"	1e-04	0	0.0212
"ENSFALG00000001087"	"ENSFALT00000001136"	0.3574	0.02	0.056
"ENSFALG00000001072"	"ENSFALT00000001137"	0.109	0.0065	0.0595
"ENSFALG00000001092"	"ENSFALT00000001139"	1e-04	0	0.4977
"ENSFALG00000001081"	"ENSFALT00000001141"	1e-04	0	0.0804
"ENSFALG00000001068"	"ENSFALT00000001142"	0.0312	0.0026	0.0835
"ENSFALG00000001093"	"ENSFALT00000001143"	0.4069	0.0259	0.0637
"ENSFALG00000001094"	"ENSFALT00000001144"	0.2512	0.0183	0.0729
"ENSFALG00000001096"	"ENSFALT00000001146"	0.0366	0.001	0.0272
"ENSFALG00000001095"	"ENSFALT00000001147"	0.0099	0.0023	0.2298
"ENSFALG00000001100"	"ENSFALT00000001150"	0.2888	0.0302	0.1047
"ENSFALG00000001103"	"ENSFALT00000001154"	0.0911	0.0078	0.0853
"ENSFALG00000001098"	"ENSFALT00000001155"	0.2038	0.0291	0.1429
