,X2,gene_name,V2
537,ENSFALG00000000564,EIF2D,EIF2D
538,ENSFALG00000000565,RASSF5,RASSF5
539,ENSFALG00000000567,IKBKE,IKBKE
540,ENSFALG00000000568,Hcfc2,HCFC2
541,ENSFALG00000000569,SRGAP2,ENSFALG00000000569
542,ENSFALG00000000570,GLT8D2,GLT8D2
543,ENSFALG00000000571,TDG,TDG
544,ENSFALG00000000572,FAM72A,ENSFALG00000000572
545,ENSFALG00000000573,AVPR1B,AVPR1B
546,ENSFALG00000000574,UQCC6,C12orf73
547,ENSFALG00000000575,HSP90B1,HSP90B1
548,ENSFALG00000000576,CTSE,CTSE
549,ENSFALG00000000579,Ndufs5,NDUFS5
550,ENSFALG00000000580,NT5DC3,NT5DC3
551,ENSFALG00000000581,AZIN2,AZIN2
552,ENSFALG00000000582,Ak2,AK2
553,ENSFALG00000000583,Rnf19b,RNF19B
554,ENSFALG00000000584,RAB7B,RAB7B
555,ENSFALG00000000585,TMEM54,TMEM54
556,ENSFALG00000000586,HPCA,HPCA
557,ENSFALG00000000587,FNDC5,FNDC5
558,ENSFALG00000000588,SLC26A9,SLC26A9
559,ENSFALG00000000590,STAB2,STAB2
560,ENSFALG00000000591,PM20D1,PM20D1
561,ENSFALG00000000592,YARS1,YARS
562,ENSFALG00000000593,Myh1b,ENSFALG00000000593
563,ENSFALG00000000596,SLC41A1,SLC41A1
564,ENSFALG00000000597,KIAA1522,KIAA1522
565,ENSFALG00000000598,Sync,SYNC
566,ENSFALG00000000599,RBBP4,RBBP4
567,ENSFALG00000000600,ZBTB8OS,ZBTB8OS
568,ENSFALG00000000601,Rab29,RAB29
569,ENSFALG00000000602,ZBTB8A,ENSFALG00000000602
570,ENSFALG00000000603,ZBTB8A,ZBTB8A
571,ENSFALG00000000604,Zbtb8b,ENSFALG00000000604
572,ENSFALG00000000605,Nucks1,NUCKS1
573,ENSFALG00000000606,Slc45a3,SLC45A3
574,ENSFALG00000000607,BSDC1,BSDC1
575,ENSFALG00000000608,AL929286.1,ENSFALG00000000608
576,ENSFALG00000000609,Elk4,ELK4
577,ENSFALG00000000610,KPNA6,KPNA6
578,ENSFALG00000000611,TXLNA,TXLNA
579,ENSFALG00000000612,CCDC28B,CCDC28B
580,ENSFALG00000000613,Mfsd4a,MFSD4A
581,ENSFALG00000000614,TMEM234,TMEM234
582,ENSFALG00000000615,Eif3i,EIF3I
583,ENSFALG00000000616,CDK18,CDK18
584,ENSFALG00000000617,Klhdc8a,KLHDC8A
585,ENSFALG00000000618,MTMR9LP,ENSFALG00000000618
586,ENSFALG00000000620,Trpm8,TRPM8
587,ENSFALG00000000621,DSTYK,NUAK2
588,ENSFALG00000000622,P3h4,P3H4
589,ENSFALG00000000624,Myh4,ENSFALG00000000624
590,ENSFALG00000000625,TMCC2,TMCC2
591,ENSFALG00000000626,FKBP10,FKBP10
592,ENSFALG00000000627,Fam167a,FAM167B
593,ENSFALG00000000628,NT5C3B,NT5C3B
594,ENSFALG00000000629,KLHL10,KLHL10
595,ENSFALG00000000630,KLHL11,KLHL11
596,ENSFALG00000000631,ACLY,ACLY
597,ENSFALG00000000632,Lck,LCK
598,ENSFALG00000000632,Lck,LCK
599,ENSFALG00000000633,Ttc25,TTC25
600,ENSFALG00000000634,DSTYK,DSTYK
601,ENSFALG00000000635,CNP,CNP
602,ENSFALG00000000636,HDAC1,HDAC1
603,ENSFALG00000000637,AGAP1,AGAP1
604,ENSFALG00000000638,TMEM39B,TMEM39B
605,ENSFALG00000000639,DNAJC7,DNAJC7
606,ENSFALG00000000640,Asb18,ASB18
607,ENSFALG00000000641,KHDRBS1,KHDRBS1
608,ENSFALG00000000642,WDR77,WDR77
609,ENSFALG00000000643,IQCA1,IQCA1
610,ENSFALG00000000644,Ptp4a2,PTP4A2
611,ENSFALG00000000645,Nkiras2,NKIRAS2
612,ENSFALG00000000646,Cops8,COPS8
613,ENSFALG00000000647,ZNF385C,ZNF385C
614,ENSFALG00000000648,ADGRB2,ADGRB2
615,ENSFALG00000000649,C27H17orf113,ENSFALG00000000649
616,ENSFALG00000000651,Pef1,PEF1
617,ENSFALG00000000652,DSTYK,ATP5PB
618,ENSFALG00000000653,DHX58,DHX58
619,ENSFALG00000000654,Tinagl1,TINAGL1
620,ENSFALG00000000655,ADORA3,ADORA3
621,ENSFALG00000000656,KAT2A,KAT2A
622,ENSFALG00000000657,Kcnq4,KCNQ4
623,ENSFALG00000000658,RAB5C,ENSFALG00000000658
624,ENSFALG00000000659,RAP1A,ENSFALG00000000659
625,ENSFALG00000000660,NFYC,NFYC
626,ENSFALG00000000661,KCNH4,KCNH4
627,ENSFALG00000000664,RIMS3,RIMS3
628,ENSFALG00000000665,Smap2,SMAP2
629,ENSFALG00000000666,DDX20,DDX20
630,ENSFALG00000000667,Stat5b,ENSFALG00000000667
631,ENSFALG00000000668,Kcnd3,KCND3
632,ENSFALG00000000669,COL9A2,COL9A2
633,ENSFALG00000000670,CTTNBP2NL,CTTNBP2NL
634,ENSFALG00000000670,Cttnbp2nl,CTTNBP2NL
635,ENSFALG00000000672,WNT2B,WNT2B
636,ENSFALG00000000673,PTP4A3,PTP4A3
637,ENSFALG00000000674,STAT3,STAT3
638,ENSFALG00000000675,CAVIN1,CAVIN1
639,ENSFALG00000000676,Dnajc14,ENSFALG00000000676
640,ENSFALG00000000677,ATP6V0A1,ATP6V0A1
641,ENSFALG00000000678,NAGLU,NAGLU
642,ENSFALG00000000679,SARNP,SARNP
643,ENSFALG00000000681,Acss1,ENSFALG00000000681
644,ENSFALG00000000682,ST7L,ST7L
645,ENSFALG00000000683,SLC9A1,SLC9A1
646,ENSFALG00000000684,GAS7,GAS7
647,ENSFALG00000000685,TTBK1,TTBK1
648,ENSFALG00000000686,HSD17B1,HSD17B1
649,ENSFALG00000000687,Polr2a,ENSFALG00000000687
650,ENSFALG00000000688,GLP2R,GLP2R
651,ENSFALG00000000689,COASY,COASY
652,ENSFALG00000000690,SLC22A7,SLC22A7
653,ENSFALG00000000691,WDTC1,WDTC1
654,ENSFALG00000000692,MLX,MLX
655,ENSFALG00000000693,GSG1L2,GSG1L2
656,ENSFALG00000000694,SYTL1,SYTL1
657,ENSFALG00000000695,CAPZA1,CAPZA1
658,ENSFALG00000000696,SLC4A10,SLC4A10
659,ENSFALG00000000697,PSMC3IP,PSMC3IP
660,ENSFALG00000000698,CSMD2,CSMD2
661,ENSFALG00000000699,DHRS7C,DHRS7C
662,ENSFALG00000000700,Dpp4,ENSFALG00000000700
663,ENSFALG00000000701,CD164L2,CD164L2
664,ENSFALG00000000702,GPR3,GPR3
665,ENSFALG00000000703,GCG,GCG
666,ENSFALG00000000704,RETREG3,ENSFALG00000000704
667,ENSFALG00000000705,CCDC61,CCDC61
668,ENSFALG00000000705,CCDC61,CCDC61
669,ENSFALG00000000706,TUBG1,TUBG1
670,ENSFALG00000000707,FAP,FAP
671,ENSFALG00000000708,WASF2,WASF2
672,ENSFALG00000000709,PLEKHH3,PLEKHH3
673,ENSFALG00000000710,ADPRH,ENSFALG00000000710
674,ENSFALG00000000711,Ttl,ENSFALG00000000711
675,ENSFALG00000000712,CNTNAP1,CNTNAP1
676,ENSFALG00000000714,Hs3st3a1,ENSFALG00000000714
677,ENSFALG00000000715,EZH1,EZH1
678,ENSFALG00000000716,METRNL,METRNL
679,ENSFALG00000000717,POLR1B,POLR1B
680,ENSFALG00000000718,B3GNTL1,ENSFALG00000000718
681,ENSFALG00000000719,RAMP2,RAMP2
682,ENSFALG00000000720,CNPY3,CNPY3
683,ENSFALG00000000721,IFIH1,IFIH1
684,ENSFALG00000000722,MOV10,MOV10
685,ENSFALG00000000722,MOV10,MOV10
686,ENSFALG00000000723,WNK4,WNK4
687,ENSFALG00000000724,Pex6,PEX6
688,ENSFALG00000000725,KCNH7,KCNH7
689,ENSFALG00000000726,DLGAP3,DLGAP3
690,ENSFALG00000000727,TBCD,TBCD
691,ENSFALG00000000729,Becn1,ENSFALG00000000729
692,ENSFALG00000000730,TMEM35B,TMEM35B
693,ENSFALG00000000731,SFPQ,SFPQ
694,ENSFALG00000000732,GNMT,GNMT
695,ENSFALG00000000734,ZMYM4,ENSFALG00000000734
696,ENSFALG00000000735,Vsx1,VSX1
697,ENSFALG00000000736,RHOC,ENSFALG00000000736
698,ENSFALG00000000737,Ifi27l2a,ENSFALG00000000737
699,ENSFALG00000000738,ENTPD6,ENTPD6
700,ENSFALG00000000739,PSME3,PSME3
701,ENSFALG00000000740,KIAA0319L,KIAA0319L
702,ENSFALG00000000741,PPM1J,PPM1J
703,ENSFALG00000000742,NCDN,NCDN
704,ENSFALG00000000743,SNRPA,SNRPA
705,ENSFALG00000000744,Aoc3,ENSFALG00000000744
706,ENSFALG00000000745,Tfap2e,TFAP2E
707,ENSFALG00000000746,TAFA3,TAFA3
708,ENSFALG00000000747,ALOXE3,ENSFALG00000000747
709,ENSFALG00000000748,G6pc,G6PC
710,ENSFALG00000000749,Xirp2,ENSFALG00000000749
711,ENSFALG00000000750,Stk39,STK39
712,ENSFALG00000000751,SLC16A1,SLC16A1
713,ENSFALG00000000752,ZNF750,ZNF750
714,ENSFALG00000000753,CERS6,CERS6
715,ENSFALG00000000754,Kcnc1,KCNC1
716,ENSFALG00000000755,SPC25,SPC25
717,ENSFALG00000000756,Pygb,PYGB
718,ENSFALG00000000756,Pygb,PYGB
719,ENSFALG00000000757,AARSD1,ENSFALG00000000757
720,ENSFALG00000000758,MYOD1,MYOD1
721,ENSFALG00000000759,G6pc2,G6PC2
722,ENSFALG00000000760,FN3K,FN3K
723,ENSFALG00000000761,LRIG2,LRIG2
724,ENSFALG00000000762,ABCB11,ABCB11
725,ENSFALG00000000763,Pglyrp2,ENSFALG00000000763
726,ENSFALG00000000764,PSMB2,PSMB2
727,ENSFALG00000000765,OTOG,OTOG
728,ENSFALG00000000766,MAGI3,MAGI3
729,ENSFALG00000000767,NDFIP2,NDFIP2
730,ENSFALG00000000768,RUNDC1,RUNDC1
731,ENSFALG00000000769,RBM26,RBM26
732,ENSFALG00000000770,USH1C,USH1C
733,ENSFALG00000000771,DHRS9,ENSFALG00000000771
734,ENSFALG00000000772,RPL27,RPL27
735,ENSFALG00000000773,CLSPN,CLSPN
736,ENSFALG00000000773,CLSPN,CLSPN
737,ENSFALG00000000774,WDR45B,WDR45B
738,ENSFALG00000000775,ABCC8,ABCC8
739,ENSFALG00000000776,OBI1,OBI1
740,ENSFALG00000000777,IFI35,IFI35
741,ENSFALG00000000778,NUCB2,NUCB2
742,ENSFALG00000000779,EDNRB,EDNRB
743,ENSFALG00000000780,PIK3C2A,PIK3C2A
744,ENSFALG00000000782,Slain1,SLAIN1
745,ENSFALG00000000783,VAT1,VAT1
746,ENSFALG00000000784,RPS13,RPS13
747,ENSFALG00000000785,FOXK2,FOXK2
748,ENSFALG00000000786,Rnd2,RND2
749,ENSFALG00000000787,SCEL,ENSFALG00000000787
750,ENSFALG00000000788,NARF,NARF
751,ENSFALG00000000789,PLEKHA7,PLEKHA7
752,ENSFALG00000000790,AGO1,AGO1
753,ENSFALG00000000791,C18H17orf62,CYBC1
754,ENSFALG00000000792,ABHD12,ABHD12
755,ENSFALG00000000793,Smap,C11orf58
756,ENSFALG00000000794,GVIN1,ENSFALG00000000794
757,ENSFALG00000000795,HEXD,HEXD
758,ENSFALG00000000796,BRCA1,ENSFALG00000000796
759,ENSFALG00000000796,BRCA1,ENSFALG00000000796
760,ENSFALG00000000797,PPP2R5D,PPP2R5D
761,ENSFALG00000000798,SOX6,SOX6
762,ENSFALG00000000799,MEA1,MEA1
763,ENSFALG00000000800,OGFOD3,OGFOD3
764,ENSFALG00000000801,KLHDC3,KLHDC3
765,ENSFALG00000000802,AGO1,AGO3
766,ENSFALG00000000802,AGO3,AGO3
767,ENSFALG00000000803,Rrp36,ENSFALG00000000803
768,ENSFALG00000000804,NBR1,NBR1
769,ENSFALG00000000807,Lrp2,LRP2
770,ENSFALG00000000808,MINDY4,MINDY4
771,ENSFALG00000000809,Pacs1,ENSFALG00000000809
772,ENSFALG00000000810,DHX8,DHX8
773,ENSFALG00000000812,AQP1,ENSFALG00000000812
774,ENSFALG00000000813,CA10,CA10
775,ENSFALG00000000814,INSC,INSC
776,ENSFALG00000000815,AQP1,ENSFALG00000000815
777,ENSFALG00000000816,Man2a1,MAN2A1
778,ENSFALG00000000817,CALCA,CALCB
779,ENSFALG00000000818,MYCBP2,MYCBP2
780,ENSFALG00000000819,ETV4,ETV4
781,ENSFALG00000000820,Cyp2r1,CYP2R1
782,ENSFALG00000000821,CUL9,ENSFALG00000000821
783,ENSFALG00000000822,Sept9,ENSFALG00000000822
784,ENSFALG00000000823,MEOX1,MEOX1
785,ENSFALG00000000824,Tekt2,TEKT2
786,ENSFALG00000000825,Sost,SOST
787,ENSFALG00000000826,ADPRS,ADPRHL2
788,ENSFALG00000000827,PDE3B,PDE3B
789,ENSFALG00000000828,GHRHR,GHRHR
790,ENSFALG00000000829,Dusp3,ENSFALG00000000829
791,ENSFALG00000000830,Col8a2,COL8A2
792,ENSFALG00000000831,Rab18b,ENSFALG00000000831
793,ENSFALG00000000832,TRAPPC3,TRAPPC3
794,ENSFALG00000000833,PJA2,ENSFALG00000000833
795,ENSFALG00000000834,MPP3,MPP3
796,ENSFALG00000000835,Xyl2,ENSFALG00000000835
797,ENSFALG00000000836,Bglm,ENSFALG00000000836
798,ENSFALG00000000837,MAP7D1,MAP7D1
799,ENSFALG00000000839,ATCAY,ATCAY
800,ENSFALG00000000840,THRAP3,THRAP3
801,ENSFALG00000000841,Psma1,ENSFALG00000000841
802,ENSFALG00000000843,Mrpl2,MRPL2
803,ENSFALG00000000844,Eva1b,EVA1B
804,ENSFALG00000000845,NMRK2,NMRK2
805,ENSFALG00000000846,STK40,STK40
806,ENSFALG00000000847,KLC4,ENSFALG00000000847
807,ENSFALG00000000848,TNRC6C,TNRC6C
808,ENSFALG00000000851,LSM10,LSM10
809,ENSFALG00000000852,Rasd2,ENSFALG00000000852
810,ENSFALG00000000853,DAPK3,DAPK3
811,ENSFALG00000000854,Kcnj3,ENSFALG00000000854
812,ENSFALG00000000855,Oscp1,OSCP1
813,ENSFALG00000000856,SEC14L1,SEC14L1
814,ENSFALG00000000858,MGAT5B,MGAT5B
815,ENSFALG00000000859,EEF2,EEF2
816,ENSFALG00000000860,FBXL3,FBXL3
817,ENSFALG00000000861,PTK7,PTK7
818,ENSFALG00000000861,PTK7,PTK7
819,ENSFALG00000000862,Cln5,ENSFALG00000000862
820,ENSFALG00000000863,MFSD11,MFSD11
821,ENSFALG00000000864,MAD2L1,MAD2L1
822,ENSFALG00000000865,NDC80,ENSFALG00000000865
823,ENSFALG00000000866,MRPS15,MRPS15
824,ENSFALG00000000867,COPB1,COPB1
825,ENSFALG00000000867,COPB1,COPB1
826,ENSFALG00000000868,Gatd3a,ENSFALG00000000868
827,ENSFALG00000000869,Srsf2,ENSFALG00000000869
828,ENSFALG00000000870,RPL7L1,RPL7L1
829,ENSFALG00000000871,ADCYAP1R1,ADCYAP1R1
830,ENSFALG00000000871,ADCYAP1R1,ADCYAP1R1
831,ENSFALG00000000872,PIAS4,PIAS4
832,ENSFALG00000000873,PDE5A,PDE5A
833,ENSFALG00000000874,ZBTB7A,ZBTB7A
834,ENSFALG00000000875,CSF3R,CSF3R
835,ENSFALG00000000876,Mettl23,METTL23
836,ENSFALG00000000877,ACOD1,ACOD1
837,ENSFALG00000000878,Srf,SRF
838,ENSFALG00000000879,COL28A1,ENSFALG00000000879
839,ENSFALG00000000880,FABP2,FABP2
840,ENSFALG00000000881,RBBP5,RBBP5
841,ENSFALG00000000883,KCTD12,KCTD12
842,ENSFALG00000000885,Map2k2,ENSFALG00000000885
843,ENSFALG00000000886,GRIK3,GRIK3
844,ENSFALG00000000887,Abo2,ENSFALG00000000887
845,ENSFALG00000000888,Sdr39u1,SDR39U1
846,ENSFALG00000000889,RRAS2,RRAS2
847,ENSFALG00000000890,ZC3H12A,ZC3H12A
848,ENSFALG00000000891,USP53,USP53
849,ENSFALG00000000892,CUL9,ENSFALG00000000892
850,ENSFALG00000000892,Cul9,ENSFALG00000000892
851,ENSFALG00000000893,JMJD6,JMJD6
852,ENSFALG00000000893,JMJD6,JMJD6
853,ENSFALG00000000894,Gzmb,ENSFALG00000000894
854,ENSFALG00000000895,MEAF6,MEAF6
855,ENSFALG00000000895,Meaf6,MEAF6
856,ENSFALG00000000896,MYOZ2,MYOZ2
857,ENSFALG00000000897,TUB,TUB
858,ENSFALG00000000898,SNIP1,SNIP1
859,ENSFALG00000000899,SYNPO2,SYNPO2
860,ENSFALG00000000900,CREB3L3,CREB3L3
861,ENSFALG00000000901,Dnali1,DNALI1
862,ENSFALG00000000902,Lmo7,LMO7
863,ENSFALG00000000903,SEC24D,SEC24D
864,ENSFALG00000000904,KLHL41,ENSFALG00000000904
865,ENSFALG00000000905,Mxra7,ENSFALG00000000905
866,ENSFALG00000000906,Mct1a,ENSFALG00000000906
867,ENSFALG00000000907,RIC3,RIC3
868,ENSFALG00000000908,LMO1,LMO1
869,ENSFALG00000000909,GNL2,GNL2
870,ENSFALG00000000910,FASTKD1,FASTKD1
871,ENSFALG00000000911,TRIM66,ENSFALG00000000911
872,ENSFALG00000000912,RSPO1,RSPO1
873,ENSFALG00000000913,SIRT6,SIRT6
874,ENSFALG00000000913,SIRT6,SIRT6
875,ENSFALG00000000914,PPIG,PPIG
876,ENSFALG00000000915,ST6GALNAC1,ST6GALNAC1
877,ENSFALG00000000915,ST6GALNAC1,ST6GALNAC1
878,ENSFALG00000000916,C23H1orf109,ENSFALG00000000916
879,ENSFALG00000000917,TRIM66,TRIM66
880,ENSFALG00000000918,Ccdc173,ENSFALG00000000918
881,ENSFALG00000000920,CDCA8,CDCA8
882,ENSFALG00000000921,Mct1a,ENSFALG00000000921
883,ENSFALG00000000922,ST6GALNAC2,ST6GALNAC2
884,ENSFALG00000000923,Klhl23,KLHL23
885,ENSFALG00000000924,Rpl27a,RPL27A
886,ENSFALG00000000925,Ankrd24,ENSFALG00000000925
887,ENSFALG00000000925,ANKRD24,ENSFALG00000000925
888,ENSFALG00000000926,Dad1,ENSFALG00000000926
889,ENSFALG00000000927,DENND2B,ST5
890,ENSFALG00000000928,Tcra,ENSFALG00000000928
891,ENSFALG00000000929,Ankrd24,ENSFALG00000000929
892,ENSFALG00000000930,Ssb,SSB
893,ENSFALG00000000931,Ighv39,ENSFALG00000000931
894,ENSFALG00000000932,CYGB,CYGB
895,ENSFALG00000000933,C5H11orf16,ENSFALG00000000933
896,ENSFALG00000000934,GC,ENSFALG00000000934
897,ENSFALG00000000935,EBI3,EBI3
898,ENSFALG00000000936,TMEM9B,TMEM9B
899,ENSFALG00000000937,RHBDF2,RHBDF2
900,ENSFALG00000000938,EPHA10,ENSFALG00000000938
901,ENSFALG00000000939,NRIP3,NRIP3
902,ENSFALG00000000940,UCHL3,UCHL3
903,ENSFALG00000000940,UCHL3,UCHL3
904,ENSFALG00000000941,BTC,BTC
905,ENSFALG00000000942,AANAT,AANAT
906,ENSFALG00000000943,PARM1,ENSFALG00000000943
907,ENSFALG00000000944,METTL5,METTL5
908,ENSFALG00000000945,SCUBE2,SCUBE2
909,ENSFALG00000000946,UBE2O,UBE2O
910,ENSFALG00000000947,Rchy1,RCHY1
911,ENSFALG00000000948,COMMD6,COMMD6
912,ENSFALG00000000949,SPHK1,SPHK1
913,ENSFALG00000000950,UBR3,UBR3
914,ENSFALG00000000951,PRPSAP1,PRPSAP1
915,ENSFALG00000000952,CDKL2,CDKL2
916,ENSFALG00000000953,Espl1,ENSFALG00000000953
917,ENSFALG00000000954,TBC1D4,TBC1D4
918,ENSFALG00000000955,AP1AR,AP1AR
919,ENSFALG00000000956,ALPK1,ALPK1
920,ENSFALG00000000957,FBN3,FBN3
921,ENSFALG00000000958,DENND5A,DENND5A
922,ENSFALG00000000959,RNF157,RNF157
923,ENSFALG00000000960,ZGRF1,ENSFALG00000000960
924,ENSFALG00000000961,VIPR1,VIPR1
925,ENSFALG00000000962,Dnm2,ENSFALG00000000962
926,ENSFALG00000000964,YRDC,YRDC
927,ENSFALG00000000965,KLF12,KLF12
928,ENSFALG00000000967,Zgrf1,ENSFALG00000000967
929,ENSFALG00000000968,LNPEP,LNPEP
930,ENSFALG00000000969,KLF5,KLF5
931,ENSFALG00000000970,MYO3B,MYO3B
932,ENSFALG00000000971,FOXJ1,FOXJ1
933,ENSFALG00000000972,LARP7,LARP7
934,ENSFALG00000000973,MTF1,MTF1
935,ENSFALG00000000974,SHB,ENSFALG00000000974
936,ENSFALG00000000975,EXOC7,EXOC7
937,ENSFALG00000000976,TMEM41B,TMEM41B
938,ENSFALG00000000977,PIBF1,PIBF1
939,ENSFALG00000000978,RNF38,RNF38
940,ENSFALG00000000979,IPO7,IPO7
941,ENSFALG00000000980,GALR2,GALR2
942,ENSFALG00000000981,Scn10a,ENSFALG00000000981
943,ENSFALG00000000982,SRP68,SRP68
944,ENSFALG00000000984,Kcnj3,KCNJ3
945,ENSFALG00000000985,ZNF143,ZNF143
946,ENSFALG00000000986,Trim14,TRIM14
947,ENSFALG00000000987,EVPL,ENSFALG00000000987
948,ENSFALG00000000988,SEC22C,SEC22C
949,ENSFALG00000000988,SEC22C,SEC22C
950,ENSFALG00000000989,WEE1,WEE1
951,ENSFALG00000000990,INPP5B,INPP5B
952,ENSFALG00000000991,SWAP70,SWAP70
953,ENSFALG00000000992,CDK3,CDK3
954,ENSFALG00000000993,NANS,NANS
955,ENSFALG00000000994,SBF2,SBF2
956,ENSFALG00000000995,Ten1,ENSFALG00000000995
957,ENSFALG00000000996,NKTR,NKTR
958,ENSFALG00000000997,ANK2,ANK2
959,ENSFALG00000000998,Acox1,ACOX1
960,ENSFALG00000000999,Adm,ENSFALG00000000999
961,ENSFALG00000001000,ZBTB47,ENSFALG00000001000
962,ENSFALG00000001001,DIS3,DIS3
963,ENSFALG00000001002,Clta,CLTA
964,ENSFALG00000001003,Sf3a3,SF3A3
965,ENSFALG00000001004,AMPD3,AMPD3
966,ENSFALG00000001005,MRPL38,MRPL38
967,ENSFALG00000001006,RNF141,RNF141
968,ENSFALG00000001007,KLHL40,KLHL40
969,ENSFALG00000001008,GNE,GNE
970,ENSFALG00000001009,CPLX1,CPLX1
971,ENSFALG00000001010,PCGF3,PCGF3
972,ENSFALG00000001011,LYVE1,LYVE1
973,ENSFALG00000001012,SLC49A3,SLC49A3
974,ENSFALG00000001013,HHATL,HHATL
975,ENSFALG00000001014,IRAG1,MRVI1
976,ENSFALG00000001015,TEX36,ENSFALG00000001015
977,ENSFALG00000001016,Trim65,TRIM65
978,ENSFALG00000001017,CTR9,CTR9
979,ENSFALG00000001018,EDRF1,EDRF1
980,ENSFALG00000001019,FHL3,FHL3
981,ENSFALG00000001020,TRIM47,ENSFALG00000001020
982,ENSFALG00000001021,WBP2,WBP2
983,ENSFALG00000001022,EIF4G2,EIF4G2
984,ENSFALG00000001023,FSTL4,FSTL4
985,ENSFALG00000001024,UROS,UROS
986,ENSFALG00000001026,UTP11,UTP11
987,ENSFALG00000001027,Unc13d,UNC13D
988,ENSFALG00000001028,CCDC13,ENSFALG00000001028
989,ENSFALG00000001029,BCCIP,BCCIP
990,ENSFALG00000001030,HIGD1A,HIGD1A
991,ENSFALG00000001031,BORA,BORA
992,ENSFALG00000001032,MZT1,MZT1
993,ENSFALG00000001033,RAPGEF6,ENSFALG00000001033
994,ENSFALG00000001034,BUB1B,ENSFALG00000001034
995,ENSFALG00000001034,BUB1B,ENSFALG00000001034
996,ENSFALG00000001035,UNK,UNK
997,ENSFALG00000001036,Timm44,TIMM44
998,ENSFALG00000001037,Rragc,RRAGC
999,ENSFALG00000001038,DACH1,DACH1
1000,ENSFALG00000001039,FNIP1,FNIP1
1001,ENSFALG00000001040,NUDT12,NUDT12
1002,ENSFALG00000001041,Meikin,ENSFALG00000001041
1003,ENSFALG00000001042,KLHL1,KLHL1
1004,ENSFALG00000001043,MYCBP,ENSFALG00000001043
1005,ENSFALG00000001044,Plekha5,ENSFALG00000001044
1006,ENSFALG00000001045,CAMK2D,ENSFALG00000001045
1007,ENSFALG00000001046,OBSCN,OBSCN
1008,ENSFALG00000001047,NFKBID,NFKBID
1009,ENSFALG00000001048,DHX32,DHX32
1010,ENSFALG00000001049,ARSJ,ARSJ
1011,ENSFALG00000001050,PDE3A,PDE3A
1012,ENSFALG00000001051,PPIP5K2,PPIP5K2
1013,ENSFALG00000001052,His3.3A,H3F3B
1014,ENSFALG00000001053,PAK6,PAK6
1015,ENSFALG00000001054,RLF,RLF
1016,ENSFALG00000001055,Aebp2,AEBP2
1017,ENSFALG00000001056,UGT8,UGT8
1018,ENSFALG00000001057,GIN1,GIN1
1019,ENSFALG00000001059,HNRNPM,HNRNPM
1020,ENSFALG00000001059,HNRNPM,HNRNPM
1021,ENSFALG00000001060,PAM,PAM
1022,ENSFALG00000001061,GALK1,GALK1
1023,ENSFALG00000001062,Acsl6,ENSFALG00000001062
1024,ENSFALG00000001063,SLCO4C1,ENSFALG00000001063
1025,ENSFALG00000001064,ITGB4,ITGB4
1026,ENSFALG00000001065,ZMPSTE24,ZMPSTE24
1027,ENSFALG00000001066,PLEKHA5,PLEKHA5
1028,ENSFALG00000001067,LUZP2,LUZP2
1029,ENSFALG00000001068,PLCB2,PLCB2
1030,ENSFALG00000001069,YJU2,YJU2
1031,ENSFALG00000001070,ADAM12,ADAM12
1032,ENSFALG00000001071,SAP30BP,SAP30BP
1033,ENSFALG00000001072,NDST4,NDST4
1034,ENSFALG00000001073,KCNA6,ENSFALG00000001073
1035,ENSFALG00000001074,C10orf90,ENSFALG00000001074
1036,ENSFALG00000001075,FSD1,FSD1
1037,ENSFALG00000001077,C10orf90,ENSFALG00000001077
1038,ENSFALG00000001078,IBA57,IBA57
1039,ENSFALG00000001079,GUK1,GUK1
1040,ENSFALG00000001080,Ndufa9,NDUFA9
1041,ENSFALG00000001081,KDM1A,KDM1A
1042,ENSFALG00000001082,MRPL55,ENSFALG00000001082
1043,ENSFALG00000001083,Mrpl55,ENSFALG00000001083
1044,ENSFALG00000001084,C1orf35,C1orf35
1045,ENSFALG00000001085,MPND,MPND
1046,ENSFALG00000001086,PLCZ1,PLCZ1
1047,ENSFALG00000001086,PLCZ1,PLCZ1
1048,ENSFALG00000001087,RECQL5,RECQL5
1049,ENSFALG00000001087,RECQL5,RECQL5
1050,ENSFALG00000001088,ARF1,ARF1
1051,ENSFALG00000001089,SHISAL1,SHISAL1
1052,ENSFALG00000001091,SH3GL1,SH3GL1
1053,ENSFALG00000001092,WNT3A,WNT3A
1054,ENSFALG00000001093,Smim5,SMIM5
1055,ENSFALG00000001094,LUZP1,LUZP1
1056,ENSFALG00000001095,Wnt9a,WNT9A
1057,ENSFALG00000001095,Wnt9a,WNT9A
1058,ENSFALG00000001096,HNRNPR,HNRNPR
1059,ENSFALG00000001097,CCDC9B,ENSFALG00000001097
1060,ENSFALG00000001099,Ccdc9b,ENSFALG00000001099
1061,ENSFALG00000001100,SNAP47,SNAP47
1062,ENSFALG00000001101,Atp5if1,ATP5IF1
1063,ENSFALG00000001102,Disp2,DISP2
1064,ENSFALG00000001103,P4HA2,P4HA2
1065,ENSFALG00000001104,JMJD4,JMJD4
1066,ENSFALG00000001105,IVD,IVD
1067,ENSFALG00000001106,DNAJC8,DNAJC8
1068,ENSFALG00000001107,CHAF1A,CHAF1A
1069,ENSFALG00000001107,CHAF1A,CHAF1A
1070,ENSFALG00000001108,BAHD1,BAHD1
1071,ENSFALG00000001109,MYO15B,ENSFALG00000001109
1072,ENSFALG00000001110,ALS2CL,ALS2CL
